title,date,description,source,label
"Hezbollah strikes Israeli military command center with artillery, rockets",2023-12-02,"Fighters from the Lebanese resistance movement Hezbollah have struck Israeli military positions close to the border between Lebanon and the 1948 occupied territories.

Lebanon’s Arabic-language al-Manar television channel, citing a Hezbollah statement released on Saturday, reported that the group launched projectiles at a command center belonging to the Israeli army at Biranit barracks in northern Israel, causing casualties in the targeted area.

The Lebanese resistance fighters also struck positions in the Khirbat Maer Israeli post near the border. The Israeli army later stated that shells were fired at the Shomera area in northern Israel, and that it responded with artillery fire.

Israeli shelling, meanwhile, targeted the outskirts of the southern Lebanese border towns of Tayr Harfa, Naqoura, Maroun al-Ras, Yaroun, Blida, Alma al-Shaab and al-Qawzah, al-Manar TV said.

The artillery and rocket strikes were conducted as Israel keeps bombing the besieged Gaza Strip after a seven-day truce with the Palestinian resistance movement Hamas ended.

Hezbollah also announced the death of one more of its fighters, identified as Khodor Abboud, who hailed from the southern Lebanese town of Deir Ames.

On Friday, Hezbollah said two of its members were among three people killed in Israeli strikes on southern Lebanon.

The group in separate statements identified the members killed as Mohammad Mazraani and Wajih Msheik.

A source close to the group said Mazraani was killed in his home along with his mother Nasifa.

The Israeli regime has been waging sporadic attacks on southern Lebanon since October 7, when it launched a devastating war against the besieged Gaza Strip.

Hezbollah has mounted near daily rocket attacks on Israeli positions at the border, while Israel has conducted air and artillery strikes in southern Lebanon.

Senior Hezbollah politician Hassan Fadlallah has said the group was vigilant and ready after the Hamas-Israel truce ended.

“In Lebanon, we are concerned in facing this challenge, being vigilant, and always ready to confront any possibility and any danger that may arise in our country,” he said.

“No one thinks that Lebanon has been spared from this Zionist targeting or that what is happening in Gaza cannot affect the situation in Lebanon,” Fadlallah noted.",https://www.presstv.ir/,-1
"Tourist from Boston killed in shark attack in Bahamas, police say",2023-12-04,"Local News Tourist from Boston killed in shark attack in Bahamas, police say It was not immediately clear what type of shark attacked the woman while she was paddleboarding.





SAN JUAN, Puerto Rico (AP) — A female tourist from Boston was killed Monday by a shark while paddleboarding in the Bahamas, police told reporters.

The victim, who was not identified, was attacked less than a mile off the western end of New Providence island, where the capital, Nassau, is located. She was paddleboarding with a man who was not injured, according to Police Sgt. Desiree Ferguson.

“We extend our heartfelt condolences…for this most unfortunate situation,” she said.

Police said a lifeguard rescued both people with a boat upon seeing what was happening, but the woman suffered serious injuries to the right side of her body and was declared dead at the scene despite CPR efforts.

Advertisement:

It was not immediately clear what type of shark attacked the woman. A police superintendent did not immediately respond to a message requesting comment.

Gavin Naylor, program director of the International Shark Attack File in Florida, said in an interview that there have been a couple of shark-related fatalities reported in the Bahamas in the past five years.

He noted that the Bahamas has a “huge” tourist population, adding that there are a lot of people in the water and a lot of visitors who want to view sharks from a fishing boat or dive with them.

“So the sharks get acclimated, and the animals are a little bit less cautious than they otherwise might be,” he said.

Between 30 to 40 shark species live around the Bahamas, although the Caribbean reef shark, the bull shark, the tiger shark and the black tip shark have the highest bite frequency, Naylor said.

“Usually, it’s an accidental bite. They think it’s something else,” he said. “Once in a while, they’ll actually single out people, and it’s very intentional.”

Fatal shark attacks are rare, with only an average of five to six reported worldwide a year, most of them occurring in Australia, Naylor said. Last year, there were a total of 57 unprovoked bites around the globe, the majority of them in the U.S., according to the International Shark Attack File.

Advertisement:

At least 33 confirmed unprovoked shark attacks have been reported in the Bahamas since 1580, with the island ranking ninth worldwide, according to the file.

The Nassau Guardian newspaper reported that authorities in the Bahamas are still searching for a German woman who went missing late last month after she was apparently attacked while diving.

Last year, a shark killed a U.S. cruise ship passenger from Pennsylvania who was snorkeling in the northern Bahamas near Green Cay.

Most shark attacks in the Caribbean occur in the Bahamas, although a rare shark attack was reported in the French Caribbean territory of St. Martin three years ago.

____

Follow AP’s coverage of Latin America and the Caribbean at https://apnews.com/hub/latin-america",https://www.boston.com/,-1
Israel military commander claims army is in 'heart' of southern Gaza Strip city of Khan Yunis,2023-12-05,"The Israeli army is now in the “heart” of Khan Yunis in the southern Gaza Strip, a senior Israeli commander said on Tuesday, Anadolu Agency reports.

“We are in the heart of Jabalya, in the heart of Shujaiya, and since last night, in the heart of Khan Yunis,” Israeli army Southern Command, General Yaron Finkelman, said in a statement.

Despite Finkelman’s use of the term “heart” of Khan Yunis,

statements by the Al-Qassam Brigades today clarified that the ongoing clashes with the Israeli army in Khan Yunis are concentrated in the eastern areas of the city, primarily agricultural regions

“We are in the most intense day since the beginning of the ground operation in terms of terrorists killed, the number of fire fights, and the use of firepower from the land and air,” the Commander added.

Israel resumed air and ground attacks last Friday on the Gaza Strip after the end of a week-long humanitarian pause with Hamas.

Despite earlier ordering Gazans to go from northern Gaza to the south, implying that the south was safer, Israel recently started an offensive into the south, further displacing a shell-shocked population of millions.

At least 15,899 Palestinians have been killed and more than 42,000 injured since Israel launched a massive military campaign on the Gaza Strip following a cross-border attack by Hamas on 7 October, according to Gaza’s health authorities.

The Israeli death toll in the Hamas attack stood at 1,200, according to official figures.

READ: Gaza is the new Hiroshima but the world stands and watches",https://www.middleeastmonitor.com/,-1
"Israel has received 10,000 tons of US military equipment since start of Gaza war",2023-12-06,"The United States supplied Israel with over 10,000 tons of military equipment since the start of the Gaza war on 7 October, the Israeli Defence Ministry said Wednesday, Anadolu Agency reports.

In a statement, the Ministry said that the 200th cargo plane carrying military equipment for the army had arrived in Israel.

The equipment includes armoured vehicles, armaments, personal protective equipment, medical supplies, ammunition and more, the statement added.

The first US cargo plane arrived in Israel on 11 October.

“Since then, over 10,000 tons of military equipment were delivered to Israel since the beginning of the war,” the Defence Ministry said.

Israel resumed its military offensive on the Gaza Strip on Friday, after the end of a week-long humanitarian pause with the Palestinian group, Hamas.

At least 16,248 Palestinians have been killed and more than 43,616 others injured in relentless air and ground attacks on the enclave since 7 October following a cross-border attack by Hamas.

The Israeli death toll in the Hamas attack stood at 1,200, according to official figures.

WATCH: UN declares it has no way of providing safety to anyone in Gaza",https://www.middleeastmonitor.com/,-1
Hamas fired rockets from Gaza humanitarian zone - News Today,2023-12-08,"Hamas fired rockets at Israel from the humanitarian zone in southern Gaza, near displaced civilians and a United Nations facility, the Israel Defence Forces said on Thursday. The military also released visual evidence of the launch site where, on Wednesday at around 3:59 pm, a barrage of 12 rockets was fired at the city of Beersheva. “The rockets were launched near the tents of Gazan citizens who were evacuated to the south of the Gaza Strip for their protection and near the UN facilities,” the IDF said. Earlier on Wednesday, Hamas fired rockets from the humanitarian zone at 12:52 pm and 2:12 pm further endangering Palestinian civilians, the IDF added. Palestinian terrorists have fired more than 11,500 rockets towards Israeli territory since October 7. Three people were lightly wounded in Israel on Tuesday by rockets fired from the Gaza Strip. Israel has long noted that Hamas fires rockets from civilian areas, including schools, hospitals, mosques and UN buildings, and has found evidence of this during its ground operation that began on October 27. Israeli soldiers found missiles and military gear hidden among UN relief supplies in the northern Gaza Strip. One hundred ten rockets, including 30 Grad projectiles, were found hidden among boxes belonging to the UN Relief and Works Agency (UNRWA), which supports Palestinian refugees and their descendants, the IDF said. The rockets were found inside a home in a densely populated area. At least 1,200 people were killed in Hamas’s attacks on Israeli communities near the Gaza border on October 7. Hamas currently holds 137 men, women, children, soldiers and foreigners captive in Gaza. Some people remain unaccounted for as Israeli authorities continue to identify bodies and search for human remains. @@@@",https://newstodaynet.com/,-1
Islamic Jihad releases video depicting attacks on Israeli Forces,2023-12-10,Read News on the go,https://www.indiatvnews.com/,-1
Israeli strike kills local official in southern Lebanon: Report,2023-12-11,"A local Lebanese official has been killed in an Israeli airstrike in southern Lebanon as tensions escalate along the border between the Arab country and the Israeli-occupied territories amid Tel Aviv’s brutal aggression against Palestinians in the besieged Gaza Strip.

Lebanon's official National News Agency (NNA) reported the fatality on Monday and said Hussein Mansour, the 80-year-old mayor of the border town of Taybeh, had been killed in an Israeli strike targeting his home.

""The shell that targeted (Mansour's) house did not explode"" but struck the local official and killed him, the NNA said, adding that eight other people were on a balcony with him at the time.

The broadcaster also reported Israeli bombardment of several Lebanese border towns, including Jabal al-Rihan, Khallet Khazen, Yaroun, and Meir Mimas.

Other Lebanese media outlets also confirmed reports on Mansour's martyrdom in the Israeli targeting of his residence.

عاجل | مراسل المنار: استشهاد مختار بلدة الطيبة #جنوب_لبنان حسين منصور (80 عاماً) بعد سقوط قذيفة إسرائيلية بالقرب من المنزل الذي كان متواجداً فيه في خراج البلدة — قناة المنار (@TVManar1) December 11, 2023

In retaliatory strikes on Monday, Lebanon's resistance movement Hezbollah said it shelled three Israeli military outposts near the border with southern Lebanon.

Hezbollah and Israel have been exchanging fire since early October, shortly after the regime launched its devastating war on the besieged Gaza Strip following a surprise operation by the Palestinian resistance groups into the Israeli-occupied territories.

Since the exchanges began, more than 120 people have been killed on the Lebanese side of the border, mostly Hezbollah fighters and more than a dozen civilians, according to an AFP tally.

The movement has vowed to keep up its retaliatory operations as long as the regime sustains its warfare against the besieged Palestinian territory.

The Israeli aggression has so far killed more than 18,000 Palestinians, most of them women and children, and wounded over 49,000 others.

The Tel Aviv regime has also imposed a “complete siege” on the territory, cutting off fuel, electricity, food and water to the more than two million Palestinians living there.",https://www.presstv.ir/,-1
"Israel-Gaza war live: Gaza without Hamas is a ‘delusion’, says militant group’s leader",2023-12-14,"From 30m ago 00.51 EST Gaza without Hamas is a ‘delusion’, says militant group's leader Hamas chief Ismail Haniyeh has said any plan for post-war Gaza that does not involve the Palestinian militant group is just a “delusion”. “Any arrangement in Gaza or in the Palestinian cause without Hamas or the resistance factions is a delusion,” Haniyeh said in a televised speech on Wednesday. Agence France-Presse also reports that his comments came a day after Israeli prime minister Benjamin Netanyahu said that he would not allow “the entry into Gaza of those who ... support terrorism and finance terrorism”. Haniyeh, however, said he was open for talks for ending the Israeli assault and “putting the Palestinian house in order both in the West Bank and the Gaza Strip”. He said Hamas was ready for talks that could lead to a “political path that secures the right of the Palestinian people to their independent state with Jerusalem as its capital”.



10m ago 01.11 EST Israeli strike in Rafah kills 24, Hamas media says, as Gaza barrage continues Israel kept up its barrage of the Gaza Strip on Thursday despite intensifying international calls to reduce civilian casualties and address a mounting humanitarian catastrophe. Reuters reports that in central Rafah, in the south, 24 people were killed in an Israeli strike that hit two houses, according to Hamas media early on Thursday. There was no immediate confirmation from the Palestinian health ministry. Palestinians queue for food distribution in Rafah on

Wednesday. Photograph: Fatima Shbair/AP White House national security adviser Jake Sullivan, who is visiting the region and will be in Israel on Thursday and Friday, would discuss with the Israelis the need to be more precise with their strikes against Hamas targets, spokesperson John Kirby told reporters. Sullivan met with officials of Saudi Arabia on Wednesday and discussed “broader diplomatic efforts to maintain stability across the region and prevent the Israel-Hamas conflict from expanding”, another US official said. The conflict was sparked when Hamas fighters stormed into southern Israel on 7 October, killing 1,200 Israelis and seizing 240 hostages. Since then, Israeli strikes on Gaza have killed at least 18,608 people and injured 50,594, according to the Hamas-run Gaza health ministry. The coastal strip is now facing a public health disaster due to the collapse of its health system and the spread of disease, the UN humanitarian office said. Lynn Hastings, the UN humanitarian coordinator for the Palestinian territory, said: We’ve got a textbook formula for epidemics and a public health disaster.

Updated at 01.14 EST

30m ago 00.51 EST Gaza without Hamas is a ‘delusion’, says militant group's leader Hamas chief Ismail Haniyeh has said any plan for post-war Gaza that does not involve the Palestinian militant group is just a “delusion”. “Any arrangement in Gaza or in the Palestinian cause without Hamas or the resistance factions is a delusion,” Haniyeh said in a televised speech on Wednesday. Agence France-Presse also reports that his comments came a day after Israeli prime minister Benjamin Netanyahu said that he would not allow “the entry into Gaza of those who ... support terrorism and finance terrorism”. Haniyeh, however, said he was open for talks for ending the Israeli assault and “putting the Palestinian house in order both in the West Bank and the Gaza Strip”. He said Hamas was ready for talks that could lead to a “political path that secures the right of the Palestinian people to their independent state with Jerusalem as its capital”.



54m ago 00.27 EST The US national security adviser, Jake Sullivan, has met with the Saudi crown prince and prime minister, Mohammed bin Salman, in Riyadh and they discussed the humanitarian response in Gaza, including efforts to increase the flow of critical aid, Reuters quoted the White House as saying. Sullivan will also head to Israel this week to discuss a timetable for the Israel-Gaza war – and what happens if Hamas is defeated – with the Israeli prime minister, Benjamin Netanyahu, reports have said.

",https://www.theguardian.com/,-1
"27-year-old Israeli woman, Inbar Haiman, taken hostage by Hamas confirmed dead: ‘Creative girl full of joy’",2023-12-16,"An Israeli hostage abducted by Hamas on Oct. 7 from the Supernova music festival has been confirmed dead.

Inbar Haiman, described as a “creative girl full of joy,” was murdered at some point after she was kidnapped from the desert rave, the Hostages and Missing Persons Families Forum said Friday.

Advertisement

Haiman’s cause of death was not confirmed by the Forum. Her body is still believed to be in the Gaza Strip, the Times of Israel added.

Haiman, 27, was a visual communications student from Haifa, in northern Israel, the Forum said.

She was remembered as a “gifted” and “creative girl full of joy,” the Forum’s announced read.

Haiman is survived by her parents, brother, and her partner, Noam Alon, the Times of Israel said.

Advertisement

She was volunteering at the festival when Hamas attacked in the early hours, the outlet reported.

5 Inbar Haiman, 27, has been confirmed dead after being taken by Hamas on Oct. 7. Mordehai Alon/Facebook

5 Inbar Haiman is survived by her partner, Noam Alon. Sky News

She texted Alon, who told her to avoid the roads where the armed terrorists were killing fellow revelers while they tried to flee.

Advertisement

The young woman’s boyfriend and family eventually lost touch with her, and shared a description of her tattoos and outfit on social media in a desperate bid for information.

Two witnesses eventually told the frantic loved ones they saw Haiman – who they recognized from her distinctive leggings – hiding under a stage with friends, before running to take cover under a bush, the Times of Israel explained.

5 Haiman was from Haifa, in northern Israel. Einav Somech/Facebook

A pair of terrorists armed with knives eventually hauled the 27-year-old away and drove off with her on a motorbike.

Advertisement

Haiman’s family later was shaken by a video Hamas posted on Telegram, which appeared to show her bloodied and beaten while surrounded by four men.

Stay on top of news out of the Israel-Hamas war and the global surge in antisemitism with The Post’s Israel War Update, delivered right to your inbox every Monday, Wednesday and Friday.

“The video came as a kind of relief. The other option – that she was dead – was far worse. Knowing that she’s now a hostage in Gaza isn’t easy – it’s something you wouldn’t wish on your worst enemy – but it’s better than the alternative,” Noam Alon told The Guardian of the upsetting footage in late October.

One of Alon’s relatives also paid tribute to Haiman in a tear-jerking Facebook post after her death was confirmed Saturday.

Advertisement

5 Haiman texted her partner about the Hamas attack before they lost contact. Mordehai Alon/Facebook

“The heart could no longer contain the pain, the shaking between despair and hope. Inbar is no longer with us. Inbar will not come back alive,” Nirit Lavie Alon wrote.

News of Haiman’s death comes one day after the Israel Defense Forces claimed to have recovered the bodies of two soldiers and one civilian who were also taken hostage by Hamas, per the Times of Israel.

5 Inbar Haiman was described as a “creative girl full of joy.” Gali Lev/Facebook

Advertisement

On Saturday, the IDF verified that three male hostages had been inadvertently shot and killed by its soldiers. The Israeli Defense Force also confirmed the deaths of 21 of the hostages held by Hamas – a number that only increased the anxiety of the families still waiting for news of their loved ones.

“We are playing Russian roulette,” Ruby Chen, whose son Itay is among the 128 people still being held hostage, told the Times of Israel outside the Defense Ministry in Tel Aviv.

“We can’t go on like this any longer. Each day we don’t know when we will be the one to get a knock on the door,” Chen lamented.",https://nypost.com/,-1
France condemns killing of its worker in Israeli strike in Gaza’s Rafah,2023-12-17,"The killing comes as French top diplomat Catherine Colonna in Israel to appeal for truce and lasting peace.

The French Ministry for Europe and Foreign Affairs has condemned the Israeli bombing of a residential building in Rafah that killed one of its staff in a region previously declared a safe zone.

“France condemns this bombing of a residential building which caused the death of many other civilians. We demand that all light be shed by the Israeli authorities on the circumstances of this bombing, as quickly as possible,” the Foreign Ministry said in a statement on Sunday.

The house was hit on Wednesday evening, killing the employee and 10 others who had been sheltering with colleagues and their family members in the residential location.

The employee had been working with the French government in Gaza since 2002, and some of his family members had already been evacuated from Gaza, the ministry said, offering condolences.

The ministry statement is released at a time when external pressure on Israel is increasing due to its “indiscriminate” bombing raids in Gaza. More than 80 percent of the nearly 19,000 Palestinians killed are said to be civilians.

French Foreign Minister Catherine Colonna on Sunday pressed for an “immediate and durable” truce in the Gaza war, adding Paris is “deeply concerned” over the situation in the war-ravaged Palestinian territory.

“Too many civilians are being killed,” Colonna said during remarks in Tel Aviv with her Israeli counterpart Eli Cohen, as Israel presses on with its offensive after the October 7 attacks that has sent tensions spiralling across the region.

The foreign minister also condemned the October 7 attack by Hamas and plans to meet with the families of the Israeli captives held in the Gaza Strip.

At least 1,140 people, most of them civilians, were killed in the Hamas attack and 240 were taken captive. Dozens of them were released in exchange for Palestinian prisoners as part of a truce deal late last month.

Colonna also plans to pursue an agreement with her Palestinian counterpart Riyad al-Maliki in the occupied West Bank during her trip.

Shortly before her arrival in Israel, Colonna condemned increasing attacks by Israeli settlers on Palestinians in the occupied West Bank.

“Since October 7, unfortunately, some settlers, driven by their ideological blindness… have committed crimes” against Palestinians, she said, adding that “these settlers must be punished”.

More than 290 Palestinians have been killed by Israeli forces or settlers in the West Bank since October 7, according to the territory’s Ministry of Health.",https://www.aljazeera.com/,-1
Disease could kill more children in Gaza than Israeli bombings: UN official,2023-12-19,"A senior United Nations official has warned that more children in Gaza could die from diseases than from the Israeli bombings in the besieged Palestinian territory.

UNICEF spokesperson James Elder called for an immediate humanitarian truce in Gaza, warning once more that without a truce disease-deaths could outnumber bombing-deaths in the besieged Palestinian territory.

In a Tuesday posting on UNICEF's X platform, Elder announced, “Without sufficient safe water, food, and sanitation that only a humanitarian ceasefire can bring - child deaths due to disease could surpass those killed in bombardments.”

“Without sufficient safe water, food and sanitation that only a humanitarian ceasefire can bring - child deaths due to disease could surpass those killed in bombardments.”



UNICEF spokesperson James Elder on the situation of children and families in Gaza. — UNICEF (@UNICEF) December 19, 2023

So far, the death toll of Israel’s war on Gaza nears 20,000 of which, according to the territory’s Health Ministry, more than 7,700 were children killed by the Zionist war machine.

Earlier, the UN’s children’s agency said entire neighborhoods in Gaza, where children used to play and go to school, had been reduced to rubble in the month-long bombings of Israeli warplanes.

“The Gaza Strip is the most dangerous place in the world to be a child,” UNICEF Middle East and North Africa said in an X post on Monday. “Children need an immediate, long-lasting humanitarian ceasefire.

The Israeli war machine initiated its premeditated war on Gaza on October 7 after the Palestinian Hamas resistance group carried out Operation Al-Aqsa Storm against the occupying entity in retaliation to the Zionists' intensified atrocities against the Palestinian people.

Since the war's start, the Apartheid regime forces have been attacking Gaza towns, villages and refugee camps from the air, land and sea with bombings, shelling and direct military engagement.

In addition, the area is under the “complete siege” of Israeli forces, blocking water, food, medicine and fuel to the region, causing starvation and spreading disease among the 2.3 million defenseless trapped Palestinians.",https://www.presstv.ir/,-1
Hamas leader visits Cairo for Gaza cease-fire talks,2023-12-20,"DEIR AL-BALAH, Gaza Strip >> The Israeli military on Wednesday said it had uncovered a major Hamas command center in the heart of Gaza City, inflicting what it described as a serious blow to the Islamic militant group as pressure grows on Israel to scale back its devastating military offensive in the coastal enclave.

The army said it had exposed the center of a vast underground network used by Hamas to move weapons, militants and supplies throughout the Gaza Strip. Israel has said destroying the tunnels is a major objective of the offensive.

The announcement came as Hamas’ top leader arrived in Egypt for talks aimed at brokering a temporary cease-fire and a new deal for Hamas to swap Israeli hostages for Palestinians imprisoned by Israel.

Israeli leaders have vowed to press ahead with the two-month-old offensive, launched in response to a bloody cross-border attack by Hamas in October that killed some 1,200 people and saw 240 others taken hostage.

The offensive has devastated much of northern Gaza, killed nearly 20,000 Palestinians, and driven some 1.9 million people — nearly 85% of the population — from their homes. The widespread destruction and heavy civilian death toll has drawn increasing international calls for a cease-fire.

Hamas militants have put up stiff resistance lately against Israeli ground troops, and its forces appear to remain largely intact in southern Gaza. It also continues to fire rockets into Israel every day.

The United States, Israel’s closest ally, has continued to support Israel’s right to defend itself while also urging greater effort to protect Gaza’s civilians.

But in some of the toughest American language yet, Secretary of State Antony Blinken on Wednesday called on Israel to scale back its operation.

“It’s clear that the conflict will move and needs to move to a lower intensity phase,” Blinken said. He said the U.S. wants to see “more targeted operations” with smaller levels of forces focused on specific targets, such as Hamas’ leaders and the group’s tunnel network.

“As that happens, I think you’ll see as well, the harm done to civilians also decrease significantly,” he said.

His comments were more pointed than statements by Defense Secretary Lloyd Austin, who in a visit to Israel this week said the U.S. would not dictate any timeframes to its ally.

TUNNEL NETWORK

The Israeli military escorted Israeli reporters into Palestine Square in the heart of Gaza City to show off what it described as the center of Hamas’ tunnel network.

Military commanders boasted that they had uncovered offices, tunnels and elevators used by Hamas’ top leaders. The military released videos of underground offices and claimed to have found a wheelchair belonging to Hamas’ shadowy military commander, Mohammed Deif, who has not been seen in public in years.

The army’s chief spokesman, Rear Adm. Daniel Hagari, said the army had located a vast underground complex. “They all used this infrastructure routinely, during emergencies and also at the beginning of the war on Oct. 7,” he said. He said the tunnels stretched across Gaza and into major hospitals. The claims could not be independently verified.

Hagari also indicated that Israel was winding down its operations in northern Gaza, including Gaza City, where it has been battling Hamas militants for weeks. He said the army had moved into a final remaining Hamas stronghold, the Gaza City neighborhood of Tufah.

But the army also acknowledged a significant misstep. An investigation into its soldiers’ mistaken shooting of three Israelis held hostage in Gaza found that, five days before the shooting, a military search dog with a body camera had captured audio of them shouting for help in Hebrew.

Hagari said the recording was not reviewed until after the hostages were killed while trying to make themselves known to Israeli forces.

The incident has sparked an uproar in Israel and put pressure on the government to reach a new deal with Hamas. The military chief has said the shooting was against its rules of engagement.

The Israeli military campaign now is largely focused on southern Gaza, where it says Hamas’ leaders are hiding.

“We will continue the war until the end. It will continue until Hamas is destroyed, until victory,” Israeli Prime Minister Benjamin Netanyahu said in a video statement. “Whoever thinks we will stop is detached from reality.”

CEASE-FIRE TALKS GAIN MOMENTUM

As Netanyahu vowed to continue the war, there were new signs of progress in cease-fire talks.

Hamas’ top leader, Ismail Haniyeh, traveled to Cairo for talks on the war, part of a flurry of diplomacy. In recent days, top Israeli, American and Qatari officials have also held cease-fire talks.

“These are very serious discussions and negotiations, and we hope that they lead somewhere,” the White House’s national security spokesman, John Kirby, said aboard Air Force One while traveling with President Joe Biden to Wisconsin.

Biden, however, indicated a deal was still a ways off. “There’s no expectation at this point, but we are pushing,” he said. Asked about the rising death toll in Gaza, Biden said: It’s tragic.”

Hamas says no more hostages will be released until the war ends. It is insisting on the release of large numbers of Palestinian prisoners, including high-level militants convicted in deadly attacks, for remaining captives.

Osama Hamdan, a senior Hamas official in Beirut, said the efforts right now are focused on how to “stop this aggression, especially that our enemy now knows that it cannot achieve any of its goals.”

Israel has rejected Hamas’ demands for a mass prisoner release so far. But it has a history of lopsided exchanges for captive Israelis, and the government is under heavy public pressure to bring the hostages home safely.

Egypt, along with Qatar and the U.S., helped mediate a weeklong cease-fire in November in which Hamas freed over 100 hostages in exchange for Israel’s release of 240 Palestinian prisoners. Hamas and other militants are still holding an estimated 129 captives, though roughly 20 are believed to have died in captivity.

U.N. Security Council members are negotiating an Arab-sponsored resolution to halt the fighting in some way to allow for an increase in desperately needed humanitarian aid deliveries to Gaza.

A vote on the resolution, first scheduled for Monday, was pushed back again on Wednesday in the hopes of getting the U.S. to support it or allow it to pass after it vetoed an earlier cease-fire call.

HUMANITARIAN CRISIS

Mobile phone and internet service was down across Gaza again on Wednesday. The outage could complicate efforts to communicate with Hamas leaders inside the territory who went into hiding after Oct. 7.

The war has led to a humanitarian crisis in Gaza. Tens of thousands of people are crammed into shelters and tent camps amid shortages of food, medicine and other basic supplies. Israel’s foreign minister traveled to Cyprus to discuss the possibility of establishing a maritime corridor that would allow the delivery of large amounts of humanitarian aid to Gaza.

At least 46 people were killed and more than 100 wounded early Wednesday after Israel bombarded the urban Jabaliya refugee camp near Gaza City, according to Munir al-Bursh, a senior Health Ministry official.

At least five people were killed and dozens injured in another strike that hit three residential homes and a mosque in Gaza’s southern city of Rafah Wednesday, health officials said.

The Health Ministry in Hamas-run Gaza said Tuesday the death toll since the start of the war had risen to more than 19,600. It does not distinguish between civilian and combatant deaths.

Israel’s military says 134 of its soldiers have been killed in the Gaza ground offensive. Israel says it has killed some 7,000 militants, without providing evidence. It blames civilian deaths in Gaza on Hamas, saying it uses them as human shields when it fights in residential areas.

Magdy reported from Cairo. Associated Press writers Melanie Lidman in Tel Aviv, Israel, and Aamer Madhani aboard Air Force One contributed.",https://www.staradvertiser.com/,-1
Arab League: Israel's crimes shame it and those that support it,2023-12-21,"The Arab League has affirmed that the crime in Gaza committed by the Israeli occupation is not only a shame to Israel, but also to those who supported, endorsed, or remained silent about these crimes.

Secretary-General Ahmed Aboul Gheit made these remarks via his videoconference speech during the sixth session of the Arab-Russian Cooperation Forum held in Morocco yesterday.

He called for an “immediate ceasefire,” adding that “anyone who opposes an immediate ceasefire in Gaza has the blood of innocents on their hands.”

Aboul Gheit added that what is happening in Gaza is a massacre, genocide and ethnic cleansing.

The occupation’s plan has become clear, which is to destroy the Palestinian community in Gaza, eliminate the possibility of life in the Strip, or forcibly displace its people so that they might become separated from their land. Then, the Palestinian issue ends and is liquidated, the secretary-general explained.

Aboul Gheit praised the stance of the countries that, from the beginning, have clearly expressed a balanced position, the essence of which is that the occupation and its continuation are the core of the problem and the root of the issue and that the history of the conflict did not begin on 7 October, but long before that.

READ: Hamas: No talks on hostage swap deal before complete ceasefire in Gaza",https://www.middleeastmonitor.com/,-1
